0.009582
0.009582
0(378467)::	9:0.018546	7:0.009790	
5802(372637)::	8:0.017220	
5803(322414)::	8:0.021793	
5804(346530)::	8:0.026277	
5805(14662)::	11:0.058913	
5806(156772)::	11:0.098596	
5807(269256)::	11:0.088644	
5808(381317)::	11:0.068866	
5809(62296)::	11:0.049047	
5810(518689)::	11:0.068783	
5811(27853)::	11:0.078636	
5812(33722)::	6:0.021701	
5813(325623)::	6:0.021704	
5814(33724)::	6:0.026205	
5815(508150)::	6:0.057310	
5816(142560)::	6:0.039388	
5817(304659)::	6:0.017085	
5818(33720)::	4:0.021184	
5819(232497)::	4:0.020893	
5820(169998)::	4:0.042497	
5821(131837)::	3:0.010045	4:0.026539	
5822(14667)::	11:0.108353	
5823(394429)::	11:0.048894	
5824(258284)::	11:0.049073	
5825(383261)::	11:0.038859	
5826(383258)::	11:0.029385	
5827(193714)::	11:0.068429	
5828(376186)::	11:0.009691	
5829(181304)::	11:0.048917	
5830(294025)::	11:0.088668	
5831(367627)::	11:0.078622	
5832(212709)::	11:0.049018	
5833(95389)::	11:0.078602	
5834(341517)::	9:0.018877	
5835(530760)::	7:0.005025	
5836(278782)::	7:0.088170	
5837(440057)::	3:0.008052	
5838(143716)::	3:0.030489	
5839(440056)::	3:0.003069	
5840(163024)::	6:0.017309	
5841(213326)::	6:0.097607	
5842(371665)::	7:0.013510	
5843(261874)::	6:0.003308	7:0.008814	
5844(280982)::	7:0.051547	
5845(28429)::	7:0.003874	
5846(215980)::	8:0.043313	
5847(98215)::	8:0.025081	
5848(437684)::	8:0.020671	
5849(51395)::	8:0.012567	
5850(320555)::	8:0.011102	
5851(493938)::	8:0.021570	
5852(469783)::	8:0.012727	7:0.020094	
5853(317446)::	8:0.012608	
5854(497973)::	8:0.012783	
5855(208569)::	8:0.004063	
5856(38604)::	11:0.049028	
5857(278942)::	11:0.068828	
5858(44294)::	11:0.058921	
5859(178689)::	11:0.068780	
5860(500076)::	11:0.078727	
5861(278945)::	11:0.058858	
5862(371662)::	6:0.016906	
5863(439341)::	6:0.025275	
5864(441696)::	6:0.016907	
5865(340340)::	6:0.016906	
5866(451962)::	6:0.016906	
5867(102752)::	9:0.023551	
5868(178194)::	9:0.038112	
5869(305728)::	9:0.018771	
5870(194770)::	9:0.033326	
5871(425263)::	9:0.037644	
5872(279733)::	9:0.018866	
5873(102751)::	7:0.020063	
5874(280497)::	7:0.025035	
5875(365061)::	7:0.020062	
5876(33373)::	7:0.020063	
5877(226599)::	7:0.020064	
5878(329503)::	6:0.021437	
5879(173342)::	6:0.021438	
5880(232593)::	9:0.043208	
5881(210853)::	9:0.023993	
5882(449627)::	9:0.028761	
5883(74336)::	9:0.038371	
5884(331575)::	9:0.023481	
5885(120323)::	9:0.042810	
5886(210832)::	9:0.047925	
5887(87706)::	9:0.125907	
5888(445530)::	9:0.067511	
5889(26215)::	9:0.038404	
5890(251460)::	6:0.008304	
5891(451108)::	6:0.043143	
5892(91753)::	6:0.020921	
5893(133308)::	7:0.025454	
5894(35725)::	7:0.041202	
5895(312046)::	7:0.041300	
5896(440796)::	7:0.014896	
5897(423981)::	7:0.020385	
5898(307276)::	7:0.030807	
5899(495723)::	6:0.030616	
5900(244200)::	6:0.026374	
5901(152636)::	6:0.008417	
5902(464646)::	6:0.017338	
5903(228637)::	6:0.039215	
5904(382539)::	6:0.030646	
5905(241664)::	6:0.080310	
5906(133307)::	4:0.016054	
5907(359893)::	4:0.048343	
5908(99319)::	4:0.102780	
5909(188926)::	11:0.048991	
5910(79917)::	11:0.078625	
5911(333178)::	11:0.058913	
5912(364546)::	11:0.068777	
5913(228522)::	11:0.068747	
5914(403318)::	11:0.049055	
5915(146125)::	7:0.030836	
5916(155111)::	7:0.025486	
5917(155108)::	7:0.025542	
5918(139413)::	7:0.046244	
5919(316680)::	7:0.030870	
5920(298861)::	7:0.036073	
5921(503551)::	7:0.036069	
5922(133303)::	11:0.088756	
5923(439079)::	11:0.078833	
5924(267606)::	11:0.098724	
5925(500926)::	11:0.049146	
5926(267625)::	11:0.078812	
5927(144257)::	11:0.049109	
5928(367552)::	11:0.059050	
5929(167273)::	3:0.020396	
5930(220800)::	3:0.041894	
5931(89717)::	3:0.020551	
5932(339148)::	3:0.020552	
5933(388280)::	3:0.009903	
5934(433592)::	7:0.007035	4:0.018390	
5935(344502)::	4:0.048985	7:0.008731	
5936(221196)::	4:0.007884	7:0.012478	
5937(487751)::	4:0.014484	3:0.004374	
5938(384170)::	4:0.020184	
5939(433590)::	4:0.031979	
5940(282237)::	4:0.037406	
5941(172597)::	4:0.037399	
5942(344625)::	4:0.015904	
5943(500213)::	4:0.021243	
5944(59400)::	4:0.032021	
5945(396605)::	4:0.086226	
5946(340290)::	8:0.035177	
5947(124539)::	8:0.026190	
5948(121431)::	8:0.021850	
5949(279025)::	8:0.021684	
5950(398550)::	8:0.039112	
5951(524168)::	8:0.035014	
5952(41026)::	8:0.030738	
5953(133054)::	9:0.004419	8:0.017318	
5954(195595)::	8:0.021787	
5955(274414)::	8:0.012488	
5956(504320)::	8:0.021798	
5957(15386)::	8:0.043688	
5958(39838)::	8:0.010657	
5959(27829)::	7:0.057102	
5960(335807)::	7:0.025904	
5961(499598)::	7:0.025891	
5962(278670)::	7:0.025887	
5963(398551)::	7:0.062356	
5964(305789)::	7:0.025896	
5965(13644)::	7:0.025837	
5966(521057)::	7:0.077996	
5967(258107)::	7:0.031036	
5968(478855)::	7:0.067568	
5969(374916)::	7:0.061935	
5970(148891)::	7:0.030908	
5971(274416)::	
5972(329514)::	8:0.003878	
5973(290469)::	3:0.047165	
5974(542102)::	3:0.020588	
5975(189848)::	3:0.026293	
5976(434057)::	3:0.046905	
5977(1173)::	3:0.009811	
5978(239170)::	3:0.030774	
5979(167203)::	3:0.015218	
5980(270978)::	8:0.003351	9:0.004175	
5981(505468)::	9:0.027219	
5982(344255)::	8:0.016156	
5983(433889)::	9:0.023370	
5984(353353)::	9:0.028553	
5985(124192)::	9:0.009067	8:0.017280	
5986(403560)::	9:0.042902	
5987(494969)::	9:0.033335	
5988(359110)::	8:0.008456	9:0.018824	
5989(198758)::	11:0.019013	
5990(80376)::	11:0.019087	
5991(350618)::	11:0.048731	
5992(274785)::	7:0.009463	
5993(46097)::	7:0.025095	
5994(423800)::	9:0.023438	
5995(386512)::	9:0.018609	
5996(68016)::	8:0.030258	9:0.019143	
5997(364202)::	9:0.023557	
5998(252030)::	9:0.023554	
5999(394005)::	9:0.023465	
6000(194501)::	7:0.015172	
6001(382282)::	7:0.067408	
6002(187697)::	7:0.030679	
6003(543917)::	7:0.025435	
6004(83388)::	8:0.025787	
6005(30780)::	8:0.039651	
6006(359984)::	8:0.003775	
6007(180582)::	8:0.057678	
6008(195114)::	8:0.026238	
6009(191779)::	8:0.030738	
6010(125684)::	8:0.035276	
6011(83091)::	8:0.017255	
6012(421007)::	8:0.030647	
6013(475408)::	8:0.030286	
6014(329399)::	8:0.017253	
6015(195588)::	7:0.003938	
6016(518992)::	7:0.014179	
6017(71571)::	4:0.004038	
6018(249191)::	4:0.013181	
6019(439244)::	4:0.026425	
6020(203955)::	4:0.015600	
6021(127496)::	4:0.031795	
6022(429218)::	4:0.031891	
6023(272641)::	4:0.026396	
6024(340879)::	4:0.026518	
6025(202299)::	9:0.018726	4:0.005168	
6026(67972)::	9:0.023249	
6027(31480)::	9:0.024905	8:0.011564	
6028(417710)::	9:0.023016	
6029(301257)::	9:0.047671	
6030(33928)::	4:0.069922	
6031(482828)::	4:0.026783	
6032(220515)::	4:0.026779	
6033(395341)::	4:0.032138	
6034(21553)::	4:0.070179	
6035(99766)::	4:0.031641	
6036(286432)::	4:0.015849	
6037(366795)::	4:0.026138	
6038(433886)::	3:0.005062	
6039(477538)::	8:0.025788	3:0.063729	
6040(308524)::	9:0.042870	
6041(503280)::	9:0.038137	
6042(61614)::	6:0.028486	9:0.009246	
6043(363600)::	9:0.038166	
6044(443765)::	9:0.028598	
6045(417847)::	9:0.018936	
6046(49149)::	9:0.038168	
6047(298339)::	9:0.023782	
6048(187969)::	9:0.038048	
6049(435938)::	9:0.018935	
6050(511828)::	6:0.020812	
6051(416488)::	6:0.007749	
6052(52539)::	6:0.007758	
6053(467127)::	6:0.011871	
6054(543384)::	6:0.106064	
6055(525405)::	6:0.022058	
6056(43369)::	6:0.030836	
6057(81024)::	6:0.075634	
6058(81020)::	6:0.079846	
6059(81021)::	6:0.053202	
6060(81022)::	6:0.075556	
6061(226874)::	8:0.012121	
6062(416677)::	8:0.012513	
6063(168561)::	8:0.012514	9:0.004497	
6064(34591)::	8:0.016778	
6065(15139)::	3:0.036104	
6066(346158)::	7:0.010196	3:0.015543	
6067(40301)::	3:0.078749	
6068(249727)::	3:0.010089	
6069(22697)::	3:0.015571	
6070(425942)::	3:0.020185	
6071(364668)::	3:0.004842	4:0.026347	
6072(65984)::	7:0.004766	3:0.025313	
6073(323474)::	8:0.021908	
6074(453301)::	8:0.021850	
6075(257507)::	8:0.026356	
6076(285111)::	8:0.017358	
6077(531317)::	8:0.022004	
6078(317952)::	8:0.021968	
6079(233598)::	8:0.039927	
6080(214227)::	8:0.039408	
6081(272469)::	8:0.017645	
6082(538208)::	8:0.017367	
6083(504644)::	8:0.022005	
6084(533782)::	8:0.012401	
6085(360349)::	9:0.032951	
6086(384290)::	8:0.005623	9:0.035891	
6087(365435)::	9:0.018694	
6088(513818)::	9:0.033200	
6089(132058)::	9:0.042524	
6090(236281)::	9:0.023731	
6091(446699)::	8:0.006433	7:0.004876	9:0.005718	
6092(258402)::	9:0.023669	
6093(360344)::	6:0.007822	
6094(415652)::	6:0.016703	
6095(96488)::	6:0.015873	
6096(47212)::	9:0.018451	
6097(149572)::	9:0.018451	
6098(77845)::	9:0.018444	
6099(323746)::	9:0.013728	
6100(435690)::	9:0.037388	
6101(517791)::	11:0.028816	
6102(401533)::	11:0.018893	
6103(10106)::	11:0.048743	
6104(491421)::	11:0.018884	
6105(441665)::	3:0.095626	
6106(441599)::	3:0.037155	
6107(5662)::	8:0.004249	3:0.021219	
6108(475833)::	3:0.021150	
6109(134427)::	3:0.026462	
6110(275788)::	3:0.026471	
6111(500551)::	3:0.031694	
6112(113370)::	3:0.031266	
6113(304266)::	3:0.010517	
6114(164934)::	3:0.019855	
6115(373765)::	3:0.037072	
6116(492292)::	3:0.031770	
6117(181900)::	3:0.021112	
6118(303637)::	3:0.026489	
6119(383553)::	3:0.042429	
6120(107130)::	6:0.048700	
6121(463655)::	6:0.022076	
6122(203168)::	6:0.030085	
6123(20015)::	6:0.013176	
6124(219631)::	6:0.021811	
6125(437776)::	6:0.088300	
6126(382915)::	6:0.136954	
6127(272579)::	7:0.020015	
6128(3104)::	7:0.041084	
6129(358283)::	7:0.009817	
6130(351389)::	7:0.020082	11:0.009383	
6131(355604)::	7:0.035865	
6132(520706)::	9:0.023772	
6133(256490)::	9:0.033408	
6134(231606)::	9:0.043099	
6135(159504)::	9:0.047938	
6136(122146)::	9:0.033295	
6137(480508)::	9:0.023698	
6138(31760)::	4:0.014471	
6139(31755)::	4:0.014398	
6140(184875)::	4:0.004162	7:0.014546	
6141(282813)::	4:0.058111	
6142(107135)::	6:0.013043	
6143(354281)::	6:0.030265	
6144(520709)::	3:0.026260	
6145(280172)::	3:0.036809	
6146(330877)::	3:0.031530	
6147(642)::	3:0.031567	
6148(525823)::	3:0.030854	
6149(528130)::	7:0.035904	
6150(129630)::	7:0.025528	
6151(194109)::	7:0.025787	
6152(183500)::	7:0.093550	
6153(63682)::	7:0.030513	
6154(158432)::	7:0.020634	
6155(56084)::	7:0.015169	
6156(482423)::	7:0.020160	
6157(223592)::	6:0.043978	
6158(63589)::	6:0.017400	
6159(355323)::	6:0.026200	
6160(297975)::	6:0.044036	
6161(118457)::	6:0.021796	
6162(139117)::	6:0.052759	
6163(520100)::	6:0.017297	
6164(314623)::	6:0.026249	
6165(48799)::	6:0.013057	
6166(123453)::	6:0.044033	
6167(471712)::	9:0.013854	
6168(260396)::	9:0.013854	
6169(200349)::	9:0.032499	11:0.020802	
6170(247245)::	9:0.071866	
6171(471713)::	9:0.023528	
6172(358666)::	9:0.018620	
6173(259051)::	9:0.091226	
6174(922)::	9:0.013774	
6175(192185)::	9:0.023464	
6176(106876)::	9:0.066828	
6177(321557)::	9:0.004692	7:0.010213	
6178(332055)::	9:0.115893	
6179(272919)::	7:0.098293	
6180(443268)::	7:0.056544	
6181(297082)::	7:0.014592	
6182(78112)::	3:0.014469	
6183(350334)::	3:0.009690	
6184(380573)::	3:0.020673	
6185(3793)::	3:0.009100	
6186(456156)::	6:0.034941	
6187(519498)::	6:0.017172	
6188(509251)::	6:0.017148	
6189(243985)::	6:0.017149	
6190(494652)::	6:0.025448	
6191(535871)::	6:0.026019	
6192(529661)::	7:0.030703	
6193(526334)::	7:0.020284	
6194(451926)::	7:0.020409	
6195(244058)::	7:0.046201	
6196(11883)::	7:0.020333	
6197(34045)::	8:0.021915	
6198(72844)::	8:0.061819	
6199(176275)::	8:0.021834	
6200(425075)::	8:0.026271	
6201(68555)::	8:0.062007	
6202(221114)::	8:0.035242	
6203(234331)::	8:0.000424	
6204(432337)::	8:0.004589	
6205(423279)::	
6206(529669)::	8:0.008137	
6207(477326)::	8:0.030414	
6208(154517)::	8:0.016936	
6209(173347)::	
6210(413662)::	
6211(328323)::	8:0.002870	
6212(152077)::	
6213(528781)::	
6214(234335)::	9:0.004408	
6215(543778)::	9:0.041513	
6216(108405)::	6:0.012619	
6217(172687)::	6:0.016925	
6218(382264)::	8:0.044336	9:0.004781	
6219(377147)::	8:0.012841	
6220(1593)::	8:0.296760	
6221(246104)::	8:0.066782	
6222(444808)::	8:0.143270	
6223(535196)::	8:0.013016	
6224(311397)::	8:0.017506	
6225(257035)::	8:0.021798	
6226(529635)::	8:0.016591	
6227(476412)::	8:0.062148	
6228(148602)::	8:0.043625	
6229(272571)::	7:0.014788	
6230(280970)::	7:0.025321	
6231(277861)::	7:0.014214	
6232(400058)::	7:0.025198	
6233(273993)::	7:0.004624	8:0.017590	
6234(21080)::	8:0.057792	
6235(62214)::	7:0.030120	
6236(510822)::	8:0.048318	
6237(261740)::	8:0.048334	
6238(98177)::	8:0.048291	
6239(109999)::	9:0.012353	8:0.064532	3:0.009327	
6240(58643)::	9:0.023016	8:0.009241	
6241(194367)::	8:0.013276	
6242(427374)::	8:0.215241	
6243(454496)::	8:0.017702	
6244(357120)::	8:0.017136	4:0.005485	
6245(55859)::	8:0.044363	
6246(169132)::	8:0.043947	
6247(383786)::	8:0.025550	
6248(196320)::	9:0.079088	8:0.037900	
6249(460511)::	3:0.018744	8:0.001499	
6250(27709)::	8:0.012974	
6251(522994)::	8:0.020836	7:0.009165	4:0.011198	
6252(406036)::	8:0.026137	
6253(85517)::	8:0.026310	
6254(109998)::	9:0.042621	
6255(264344)::	3:0.031267	
6256(231595)::	8:0.017726	
6257(383677)::	9:0.056020	8:0.045651	
6258(334308)::	4:0.091981	
6259(373379)::	4:0.021270	
6260(425194)::	4:0.026820	
6261(172138)::	4:0.037668	
6262(506197)::	4:0.053834	
6263(523533)::	4:0.026906	
6264(185179)::	4:0.016035	
6265(310433)::	4:0.069923	
6266(310436)::	4:0.053951	
6267(298334)::	4:0.026826	
6268(526651)::	4:0.032217	
6269(58373)::	4:0.026756	
6270(353206)::	4:0.043085	
6271(8972)::	4:0.037599	
6272(419274)::	4:0.032238	
6273(360694)::	3:0.063644	
6274(490119)::	3:0.026351	
6275(30791)::	3:0.042128	
6276(434414)::	3:0.015742	
6277(336532)::	3:0.058280	
6278(245420)::	3:0.015712	
6279(336525)::	3:0.026250	
6280(336526)::	3:0.026268	
6281(286436)::	3:0.026219	
6282(447197)::	3:0.037004	
6283(490123)::	3:0.052826	
6284(536803)::	3:0.036773	
6285(246699)::	3:0.036988	
6286(279393)::	8:0.021302	
6287(222963)::	8:0.021319	
6288(386857)::	8:0.039462	
6289(507065)::	8:0.008114	
6290(31491)::	9:0.028470	
6291(26886)::	9:0.033310	
6292(347013)::	9:0.038018	
6293(31489)::	9:0.047465	
6294(300122)::	9:0.028234	
6295(282324)::	9:0.013992	
6296(264853)::	9:0.038036	
6297(378215)::	4:0.037210	
6298(433950)::	4:0.010495	
6299(287891)::	4:0.015770	
6300(343999)::	4:0.053712	
6301(17838)::	4:0.010525	
6302(195590)::	4:0.028108	3:0.012694	
6303(288805)::	4:0.074802	
6304(31498)::	8:0.002916	
6305(367780)::	8:0.011680	
6306(133871)::	4:0.025367	
6307(199215)::	4:0.042891	
6308(141108)::	3:0.020626	4:0.004709	
6309(501148)::	4:0.021432	
6310(265616)::	4:0.048521	
6311(141126)::	4:0.004708	
6312(437907)::	8:0.007841	
6313(48707)::	8:0.024114	
6314(346834)::	8:0.011911	4:0.004848	3:0.004639	
6315(437906)::	9:0.009084	7:0.004298	
6316(36245)::	9:0.027064	
6317(352761)::	7:0.019622	
6318(164039)::	9:0.032996	
6319(290006)::	
6320(494429)::	
6321(44431)::	
6322(108094)::	
6323(469547)::	
6324(47255)::	9:0.013987	
6325(441460)::	9:0.023199	
6326(370049)::	7:0.036193	
6327(62812)::	7:0.025770	
6328(378854)::	7:0.041435	
6329(159159)::	7:0.046655	
6330(294762)::	7:0.030973	
6331(47259)::	9:0.004333	
6332(182978)::	6:0.026584	
6333(471520)::	6:0.030893	
6334(447454)::	6:0.156520	
6335(447456)::	6:0.080273	
6336(471510)::	6:0.053328	
6337(471511)::	6:0.039931	
6338(447453)::	6:0.201610	
6339(531977)::	7:0.020215	
6340(451431)::	7:0.025191	
6341(94126)::	7:0.035666	
6342(125215)::	7:0.020216	
6343(234707)::	7:0.025452	
6344(88298)::	8:0.030740	
6345(534642)::	8:0.053046	
6346(531271)::	8:0.030737	
6347(326155)::	8:0.021867	
6348(354935)::	8:0.017458	
6349(286105)::	8:0.017460	
6350(113305)::	8:0.039648	
6351(530612)::	8:0.039660	
6352(435500)::	3:0.015715	
6353(435477)::	3:0.063770	
6354(500880)::	3:0.042300	
6355(500896)::	3:0.058446	
6356(206990)::	4:0.042768	
6357(208618)::	4:0.021162	
6358(260117)::	4:0.037636	
6359(432645)::	9:0.009150	4:0.025947	
6360(384177)::	4:0.047931	
6361(208635)::	4:0.015740	
6362(526412)::	4:0.015836	
6363(421855)::	4:0.075558	
6364(110055)::	4:0.026459	
6365(360388)::	3:0.031734	
6366(150180)::	3:0.026328	
6367(288603)::	3:0.026328	
6368(125413)::	3:0.106426	
6369(241152)::	11:0.048910	
6370(500927)::	11:0.058779	
6371(156759)::	11:0.039168	
6372(476091)::	11:0.058848	
6373(11266)::	11:0.078460	
6374(258875)::	11:0.078547	
6375(273669)::	6:0.011318	
6376(45876)::	6:0.006828	
6377(45866)::	6:0.006825	
6378(160948)::	6:0.016988	
6379(159506)::	9:0.028604	
6380(159568)::	9:0.028599	
6381(459948)::	9:0.033355	
6382(231593)::	9:0.038101	
6383(184630)::	9:0.037806	
6384(346391)::	9:0.033122	
6385(159507)::	3:0.047172	
6386(242931)::	3:0.020803	
6387(449926)::	3:0.005131	6:0.015891	
6388(28374)::	3:0.020717	
6389(466440)::	3:0.116472	
6390(82020)::	3:0.020803	
6391(454682)::	3:0.015486	
6392(499214)::	3:0.026081	
6393(383997)::	3:0.063031	
6394(448874)::	3:0.020789	
6395(346314)::	9:0.033458	
6396(432652)::	9:0.038298	
6397(143928)::	9:0.023698	
6398(184621)::	9:0.033427	
6399(184633)::	9:0.033373	
6400(249300)::	7:0.029966	
6401(430424)::	7:0.009900	
6402(499574)::	7:0.015018	
6403(531311)::	7:0.004620	
6404(214729)::	7:0.030374	
6405(211753)::	7:0.025214	
6406(541300)::	7:0.035221	
6407(273660)::	6:0.017402	
6408(97988)::	6:0.043823	
6409(428716)::	6:0.030482	
6410(284508)::	6:0.035221	
6411(273666)::	8:0.012413	
6412(91741)::	8:0.034366	
6413(196523)::	8:0.008025	
6414(450086)::	8:0.038790	
6415(191405)::	7:0.009539	
6416(251303)::	6:0.030119	
6417(210519)::	6:0.017403	
6418(66648)::	6:0.016648	
6419(451475)::	6:0.016923	
6420(132609)::	6:0.008101	
6421(329409)::	6:0.017020	
6422(443060)::	6:0.012627	
6423(401763)::	6:0.034830	
6424(483795)::	6:0.017028	
6425(83369)::	6:0.039104	
6426(161297)::	6:0.017244	
6427(20757)::	6:0.034549	
6428(456955)::	6:0.012510	
6429(272234)::	7:0.051013	
6430(466343)::	7:0.045610	
6431(451838)::	3:0.003137	
6432(521071)::	4:0.064857	
6433(461756)::	4:0.037800	
6434(242398)::	4:0.026732	
6435(66165)::	4:0.037380	
6436(358256)::	4:0.037478	
6437(249916)::	4:0.037471	
6438(455574)::	4:0.026939	
6439(209011)::	4:0.157723	
6440(462750)::	4:0.080995	
6441(209281)::	4:0.135618	
6442(280085)::	4:0.053926	
6443(151225)::	4:0.032213	
6444(190113)::	4:0.026613	
6445(511792)::	3:0.009990	
6446(31949)::	3:0.025703	
6447(445938)::	3:0.025700	
6448(521072)::	4:0.014562	3:0.006223	
6449(501976)::	3:0.017938	4:0.028844	
6450(101723)::	4:0.026565	
6451(223389)::	3:0.068301	
6452(250299)::	4:0.031942	
6453(521078)::	9:0.013829	
6454(117168)::	9:0.023428	
6455(492263)::	9:0.018276	
6456(346914)::	9:0.047376	
6457(349045)::	8:0.007985	
6458(97905)::	8:0.012155	
6459(464649)::	6:0.012735	
6460(400369)::	8:0.003361	
6461(405788)::	9:0.008275	
6462(474845)::	9:0.012888	
6463(538673)::	9:0.012886	
6464(24980)::	7:0.041224	
6465(43137)::	7:0.030724	
6466(239463)::	7:0.030920	
6467(299905)::	7:0.025613	
6468(35074)::	7:0.025475	
6469(321783)::	7:0.036101	
6470(160690)::	7:0.036081	
6471(405783)::	11:0.011425	8:0.020558	
6472(141760)::	11:0.118654	
6473(322397)::	8:0.021685	
6474(322398)::	8:0.029590	11:0.011422	
6475(405797)::	8:0.021607	
6476(299504)::	8:0.025910	7:0.004777	
6477(52630)::	8:0.007354	
6478(405780)::	3:0.029237	11:0.012551	
6479(233007)::	3:0.138429	
6480(326147)::	9:0.024453	3:0.046274	
6481(349591)::	3:0.059351	11:0.064351	4:0.000308	
6482(407945)::	8:0.004242	7:0.005065	3:0.004732	
6483(135533)::	3:0.008030	
6484(212595)::	11:0.028271	
6485(502558)::	3:0.090218	
6486(405786)::	7:0.002852	
6487(526470)::	7:0.007705	
6488(510433)::	4:0.042904	
6489(491661)::	4:0.048091	
6490(267320)::	4:0.031596	
6491(383290)::	4:0.026672	
6492(542743)::	4:0.026666	
6493(477039)::	4:0.032075	
6494(462683)::	4:0.026653	
6495(342293)::	4:0.032049	
6496(51493)::	4:0.042758	
6497(405785)::	9:0.022640	
6498(279911)::	8:0.004354	9:0.018059	
6499(475225)::	9:0.018311	
6500(199174)::	9:0.037045	8:0.008494	
6501(383727)::	6:0.003748	9:0.014072	
6502(301572)::	9:0.004041	8:0.016963	
6503(86267)::	8:0.008259	
6504(542769)::	8:0.020710	
6505(172706)::	8:0.033152	
6506(86263)::	6:0.048486	
6507(504369)::	6:0.057493	
6508(375905)::	6:0.026216	
6509(173169)::	6:0.017502	
6510(387774)::	6:0.017384	
6511(402676)::	6:0.021969	
6512(520129)::	6:0.030534	
6513(27221)::	6:0.039743	
6514(360405)::	6:0.057374	
6515(136899)::	6:0.017406	
6516(432305)::	6:0.012963	
6517(142602)::	6:0.026350	
6518(329943)::	9:0.009575	
6519(337651)::	4:0.047901	
6520(323639)::	4:0.010384	6:0.021709	
6521(530870)::	4:0.020991	
6522(31486)::	4:0.021220	
6523(275816)::	4:0.015520	
6524(21666)::	4:0.010094	
6525(435453)::	4:0.021212	
6526(522800)::	4:0.031767	
6527(387202)::	4:0.021185	
6528(239026)::	4:0.059228	
6529(452998)::	8:0.014116	9:0.022306	
6530(264280)::	9:0.057212	
6531(11027)::	9:0.018947	
6532(469667)::	9:0.009237	8:0.030318	
6533(147056)::	8:0.030491	
6534(171292)::	8:0.017172	
6535(37484)::	9:0.023588	
6536(173944)::	9:0.067259	
6537(406783)::	11:0.009478	
6538(241427)::	11:0.048352	
6539(68749)::	6:0.011532	
6540(385542)::	8:0.001911	6:0.006194	
6541(444723)::	8:0.003575	6:0.003920	
6542(449590)::	8:0.003370	
6543(26496)::	
6544(234704)::	8:0.016421	
6545(201173)::	7:0.041482	
6546(167209)::	7:0.031002	
6547(140674)::	7:0.036001	
6548(477838)::	7:0.041413	
6549(92537)::	7:0.025716	
6550(524192)::	7:0.030910	
6551(20805)::	7:0.119737	
6552(103124)::	7:0.135776	
6553(515235)::	
6554(535118)::	7:0.001312	
6555(538606)::	
6556(538610)::	
6557(263268)::	
6558(345974)::	
6559(168972)::	
6560(201171)::	3:0.020638	
6561(230723)::	3:0.031262	
6562(192260)::	3:0.020639	
6563(400924)::	3:0.020637	
6564(464459)::	3:0.025938	
6565(140649)::	11:0.009629	8:0.012981	
6566(300168)::	8:0.034964	
6567(254628)::	8:0.008513	
6568(111128)::	8:0.008516	
6569(406789)::	8:0.012773	
6570(289280)::	8:0.030506	
6571(131259)::	8:0.044034	
6572(489923)::	8:0.017214	
6573(406788)::	8:0.013149	
6574(331847)::	8:0.052422	
6575(152769)::	8:0.057606	
6576(39739)::	8:0.066049	
6577(474870)::	7:0.030833	
6578(321472)::	7:0.041397	
6579(218003)::	7:0.020221	
6580(271979)::	7:0.062335	
6581(539656)::	7:0.020272	
6582(524067)::	7:0.025709	
6583(474872)::	3:0.015162	
6584(170011)::	3:0.020610	
6585(167936)::	3:0.020533	
6586(169445)::	3:0.020611	
