0(228055): 
1(521702): 6(0.152719), 
8750(299163): 3(0.054161), 
8751(378550): 3(0.018675), 
8752(241812): 3(0.019903), 
8753(145131): 3(0.033694), 
8754(252266): 4(0.020689), 
8755(470578): 4(0.027807), 
8756(497817): 4(0.040689), 
8757(455918): 4(0.035169), 
8758(44307): 
8759(11315): 
8760(44076): 
8761(296430): 3(0.019584), 
8762(212094): 3(0.026262), 
8763(202864): 3(0.075048), 
8764(180015): 3(0.017850), 
8765(45993): 
8766(311564): 2(0.050233), 
8767(303821): 
8768(451513): 2(0.028783), 
8769(79802): 2(0.072714), 
8770(245299): 2(0.080218), 
8771(63741): 2(0.036353), 
8772(53696): 2(0.109366), 
8773(106444): 2(0.028742), 
8774(462026): 7(0.017876), 
8775(57545): 7(0.026125), 
8776(332578): 
8777(530652): 
8778(182868): 7(0.027664), 
8779(114324): 7(0.027030), 
8780(516970): 7(0.027618), 
8781(284721): 7(0.020482), 
8782(74831): 7(0.041553), 
8783(383435): 
8784(242647): 7(0.020760), 
8785(278877): 7(0.020458), 
8786(274473): 7(0.028080), 
8787(77517): 7(0.013968), 
8788(246116): 7(0.013468), 
8789(69260): 2(0.019238), 
8790(468133): 7(0.041368), 
8791(464948): 7(0.027961), 
8792(442688): 7(0.021182), 
8793(237873): 7(0.028150), 
8794(217742): 3(0.013890), 
8795(488923): 
8796(136019): 7(0.055762), 
8797(55379): 3(0.014728), 
8798(392397): 
8799(401321): 
8800(376524): 3(0.022567), 
8801(347823): 3(0.045832), 
8802(465883): 
8803(440784): 7(0.028159), 
8804(165176): 7(0.048740), 
8805(439488): 7(0.034040), 
8806(27791): 7(0.034096), 
8807(253730): 7(0.041919), 
8808(379327): 7(0.198268), 
8809(174250): 0(0.032424), 
8810(375396): 
8811(125442): 0(0.018835), 
8812(390051): 1(0.030341), 
8813(435292): 1(0.042408), 
8814(71032): 
8815(213344): 2(0.080042), 
8816(71037): 1(0.030374), 
8817(246872): 1(0.078243), 
8818(513090): 1(0.048185), 
8819(450765): 1(0.109604), 
8820(8171): 2(0.051093), 
8821(490528): 2(0.036680), 
8822(78964): 2(0.147376), 
8823(460640): 2(0.029029), 
8824(228354): 2(0.036313), 
8825(484837): 0(0.121881), 
8826(522455): 0(0.026630), 
8827(9901): 0(0.039815), 
8828(524900): 1(0.029629), 
8829(162220): 1(0.035519), 
8830(468050): 1(0.072100), 
8831(462040): 1(0.023480), 
8832(486819): 1(0.035921), 
8833(159462): 1(0.023481), 
8834(296385): 1(0.022444), 
8835(151806): 
8836(483445): 1(0.017920), 
8837(296386): 0(0.019959), 
8838(286329): 0(0.053253), 
8839(379134): 0(0.087401), 
8840(482989): 0(0.114290), 
8841(123151): 2(0.020796), 
8842(421576): 2(0.020811), 
8843(6604): 2(0.021106), 
8844(325431): 1(0.023583), 
8845(260653): 1(0.013653), 
8846(440389): 1(0.047966), 
8847(206276): 3(0.026912), 
8848(156300): 3(0.040426), 
8849(74871): 3(0.033227), 
8850(266940): 3(0.033586), 
8851(365014): 4(0.020486), 
8852(324475): 3(0.030147), 4(0.083095), 
8853(214271): 4(0.048201), 
8854(112438): 
8855(86378): 7(0.034757), 
8856(14740): 
8857(400816): 7(0.062953), 
8858(78650): 7(0.034754), 
8859(420516): 7(0.063048), 
8860(113363): 7(0.055783), 
8861(295441): 7(0.055430), 
8862(122905): 7(0.034755), 
8863(15475): 6(0.027286), 
8864(337638): 6(0.027391), 
8865(469349): 6(0.054978), 
8866(87734): 6(0.034205), 
8867(238397): 6(0.041800), 
8868(509418): 6(0.104695), 
8869(143163): 6(0.119200), 
8870(140636): 6(0.019868), 
8871(188866): 6(0.182733), 
8872(420776): 
8873(7574): 
8874(477439): 0(0.019668), 
8875(477103): 
8876(86756): 2(0.021992), 
8877(432964): 4(0.036223), 
8878(506440): 7(0.041902), 
8879(279148): 7(0.097404), 
8880(420746): 7(0.034964), 
8881(403963): 7(0.027661), 
8882(432711): 7(0.098663), 
8883(312059): 1(0.030161), 
8884(219225): 1(0.072157), 
8885(85950): 1(0.046952), 
8886(128298): 1(0.024230), 
8887(250876): 1(0.023969), 
8888(206665): 
8889(312152): 1(0.030300), 
8890(416914): 1(0.030186), 
8891(217320): 2(0.028779), 
8892(291811): 2(0.072376), 
8893(323595): 2(0.042697), 
8894(393685): 2(0.042978), 
8895(275270): 2(0.057977), 
8896(319774): 3(0.020576), 
8897(369215): 3(0.124490), 
8898(238109): 
8899(127674): 7(0.020456), 
8900(87464): 7(0.027487), 
8901(543937): 4(0.013628), 
8902(356744): 4(0.049706), 
8903(119473): 1(0.029913), 
8904(118658): 1(0.035349), 
8905(307146): 
8906(238300): 2(0.035314), 
8907(489020): 
8908(461429): 
8909(329710): 
8910(31781): 6(0.048868), 7(0.037350), 
8911(169516): 1(0.014807), 
8912(438473): 
8913(146855): 0(0.030999), 
8914(172693): 1(0.047255), 
8915(461420): 1(0.015208), 
8916(465559): 1(0.084782), 
8917(257694): 1(0.024078), 
8918(388785): 1(0.023728), 
8919(463061): 
8920(133516): 1(0.019655), 
8921(344417): 1(0.030390), 
8922(25419): 
8923(300062): 1(0.019276), 
8924(152932): 1(0.072420), 
8925(328978): 1(0.054379), 
8926(283047): 1(0.030082), 
8927(219185): 4(0.035448), 
8928(298146): 4(0.028185), 
8929(393224): 4(0.078519), 
8930(70059): 3(0.023064), 
8931(473508): 3(0.033905), 
8932(46594): 4(0.013752), 
8933(468701): 4(0.036183), 
8934(56817): 4(0.217819), 
8935(208950): 6(0.047602), 
8936(10322): 6(0.062382), 
8937(313652): 6(0.014912), 7(0.018687), 
8938(195009): 6(0.040817), 
8939(94308): 7(0.024270), 
8940(169954): 6(0.020465), 
8941(516951): 2(0.014055), 
8942(308258): 0(0.019498), 
8943(262803): 
8944(384840): 0(0.067248), 
8945(359924): 6(0.111092), 
8946(60331): 
8947(386000): 6(0.041654), 
8948(210510): 6(0.034442), 
8949(467586): 6(0.034669), 
8950(13942): 6(0.041732), 
8951(488561): 6(0.062234), 
8952(452216): 6(0.069626), 
8953(449459): 6(0.034431), 
8954(251617): 6(0.034627), 
8955(180955): 
8956(448531): 6(0.027476), 
8957(414649): 6(0.034783), 
8958(321089): 6(0.055674), 
8959(141316): 6(0.090776), 
8960(405392): 4(0.042406), 
8961(219432): 1(0.023027), 
8962(293286): 1(0.023743), 
8963(352262): 1(0.084700), 
8964(315263): 1(0.014799), 
8965(496994): 1(0.027509), 
8966(287000): 1(0.028867), 
8967(503781): 
8968(504637): 1(0.028872), 
8969(216030): 
8970(207086): 1(0.040661), 
8971(465084): 
8972(383757): 6(0.018850), 
8973(2607): 6(0.054344), 7(0.056020), 
8974(264577): 7(0.040905), 
8975(465082): 7(0.026099), 
8976(488894): 7(0.055452), 
8977(16856): 7(0.055025), 
8978(532): 7(0.013434), 
8979(170747): 6(0.061845), 
8980(124727): 7(0.022317), 
8981(69955): 3(0.041326), 
8982(43792): 3(0.068951), 
8983(250691): 3(0.034338), 
8984(310385): 0(0.033072), 
8985(268400): 0(0.019431), 
8986(64104): 0(0.019425), 
8987(538013): 0(0.196791), 
8988(427652): 0(0.032586), 
8989(281704): 1(0.030031), 
8990(248869): 6(0.019862), 
8991(136306): 7(0.041179), 
8992(245992): 6(0.040476), 
8993(513900): 
8994(279091): 0(0.079883), 
8995(440575): 2(0.051048), 
8996(215033): 2(0.065788), 
8997(11389): 
8998(43270): 0(0.033340), 
8999(211776): 0(0.094480), 
9000(331724): 0(0.033263), 
9001(13641): 0(0.074183), 
9002(478784): 0(0.033381), 
9003(46819): 0(0.073980), 
9004(526502): 7(0.034004), 
9005(466745): 7(0.047879), 
9006(486621): 7(0.020303), 
9007(455125): 7(0.034003), 
9008(1661): 7(0.020294), 
9009(442469): 7(0.020301), 
9010(406119): 6(0.048034), 
9011(9109): 6(0.034504), 
9012(310126): 6(0.055151), 
9013(543376): 6(0.118119), 
9014(35570): 
9015(229559): 6(0.048304), 
9016(170205): 0(0.017949), 
9017(502681): 
9018(230611): 0(0.019394), 
9019(411980): 1(0.017905), 
9020(397258): 3(0.026751), 
9021(257371): 3(0.019701), 
9022(502321): 3(0.067853), 
9023(397259): 1(0.017372), 
9024(503705): 
9025(192779): 4(0.019560), 
9026(85325): 4(0.020200), 
9027(109884): 
9028(60356): 1(0.035755), 
9029(394408): 1(0.023639), 
9030(68490): 1(0.017513), 
9031(204669): 1(0.029512), 
9032(271668): 1(0.084822), 
9033(300491): 4(0.020254), 
9034(190989): 4(0.056670), 
9035(219268): 7(0.034875), 
9036(69004): 7(0.034877), 
9037(4885): 7(0.034875), 
9038(463128): 7(0.034901), 
9039(135513): 7(0.034883), 
9040(396069): 7(0.034876), 
9041(65650): 4(0.036212), 
9042(150557): 7(0.027651), 
9043(423810): 7(0.034653), 
9044(487880): 3(0.013367), 
9045(467941): 
9046(525145): 7(0.018171), 
9047(244068): 3(0.040598), 
9048(486871): 3(0.040845), 
9049(159453): 3(0.034000), 
9050(274167): 3(0.040845), 
9051(326757): 
9052(511710): 3(0.061531), 
9053(260457): 1(0.053566), 
9054(235678): 1(0.047296), 
9055(150020): 1(0.023594), 
9056(418218): 
9057(455347): 1(0.040679), 
9058(539379): 1(0.035186), 
9059(337353): 1(0.023130), 
9060(3681): 1(0.017426), 
9061(249712): 1(0.023606), 
9062(209802): 
9063(44983): 4(0.028451), 
9064(494639): 1(0.030131), 
9065(96626): 1(0.048348), 
9066(221864): 1(0.036131), 
9067(83853): 1(0.066795), 
9068(374901): 1(0.072751), 
9069(42589): 
9070(467949): 
9071(444697): 1(0.034381), 
9072(485597): 2(0.026907), 
9073(13960): 
9074(339706): 2(0.020082), 
9075(257705): 
9076(293713): 4(0.143272), 
9077(411701): 2(0.015534), 
9078(200896): 6(0.040562), 
9079(487907): 6(0.033945), 
9080(311212): 6(0.068143), 
9081(269453): 6(0.034056), 
9082(427281): 6(0.029147), 
9083(430934): 
9084(36041): 3(0.024300), 6(0.061577), 
9085(77494): 2(0.124264), 
9086(348574): 3(0.048077), 
9087(234014): 3(0.095715), 
9088(37316): 3(0.082692), 
9089(532301): 3(0.068886), 
9090(47014): 3(0.109697), 
9091(76302): 3(0.034187), 
9092(123563): 3(0.068840), 
9093(20761): 3(0.075791), 
9094(99200): 4(0.056447), 
9095(153862): 4(0.021310), 
9096(380430): 6(0.027415), 
9097(15937): 4(0.021248), 
9098(324923): 4(0.021222), 
9099(126254): 4(0.021225), 
9100(153398): 
9101(251339): 1(0.021648), 
9102(228732): 1(0.022782), 
9103(287451): 
9104(488146): 
9105(281842): 1(0.021023), 
9106(394325): 7(0.097569), 
9107(7863): 
9108(302270): 4(0.020195), 
9109(80572): 4(0.041787), 
9110(485993): 2(0.071001), 
9111(7869): 
9112(348834): 7(0.019194), 
9113(511806): 0(0.033445), 
9114(335646): 
9115(349860): 0(0.019823), 
9116(199271): 0(0.039961), 
9117(195206): 4(0.035393), 
9118(473627): 4(0.028141), 
9119(526138): 4(0.035619), 
9120(176354): 3(0.026740), 
9121(9093): 3(0.017928), 
9122(12128): 2(0.021212), 
9123(247885): 2(0.027469), 
9124(523735): 3(0.032335), 
9125(318818): 2(0.041615), 
9126(236499): 0(0.018833), 
9127(284272): 0(0.043813), 
9128(340716): 1(0.059760), 
9129(525223): 0(0.017051), 
9130(90808): 4(0.025688), 6(0.014726), 
9131(269970): 6(0.019911), 
9132(353775): 7(0.034683), 
9133(215730): 2(0.022160), 6(0.039727), 
9134(53607): 
9135(240547): 6(0.016590), 
9136(174094): 6(0.027771), 
9137(515734): 6(0.027767), 
9138(343104): 6(0.027771), 
9139(167992): 
9140(170177): 
9141(540773): 7(0.019904), 
9142(465405): 7(0.035212), 
9143(415899): 0(0.040298), 
9144(334185): 0(0.033401), 
9145(260388): 0(0.026451), 
9146(167660): 0(0.026675), 
9147(368078): 
9148(509932): 3(0.109611), 
9149(504032): 4(0.129357), 
9150(125995): 7(0.016994), 
9151(309764): 7(0.112168), 
9152(499065): 4(0.028237), 
9153(363627): 4(0.202097), 
9154(90145): 4(0.042658), 
9155(448130): 4(0.027084), 
9156(270127): 4(0.048432), 
9157(121141): 4(0.034423), 
9158(491398): 4(0.035470), 
9159(45397): 4(0.049394), 
9160(179649): 
9161(352447): 4(0.020962), 
9162(408402): 4(0.062949), 
9163(9322): 
9164(531254): 1(0.027895), 
9165(23756): 4(0.018887), 
9166(357172): 7(0.041482), 
9167(381138): 7(0.041481), 
9168(118295): 7(0.055589), 
9169(83218): 7(0.041758), 
9170(242613): 7(0.027407), 
9171(128214): 7(0.034668), 
9172(405013): 7(0.027406), 
9173(9321): 
9174(234311): 1(0.022692), 
9175(281803): 1(0.035885), 
9176(368077): 
9177(340573): 
9178(256670): 7(0.068721), 
9179(236720): 1(0.024474), 
9180(469626): 2(0.029240), 
9181(253874): 2(0.169446), 
9182(397865): 2(0.029246), 
9183(21722): 3(0.026494), 
9184(444541): 3(0.040816), 
9185(147312): 3(0.068158), 
9186(61221): 7(0.027306), 
9187(365847): 
9188(40530): 4(0.048958), 
9189(16104): 
9190(365845): 1(0.017351), 
9191(54531): 0(0.080520), 
9192(237296): 1(0.035219), 
9193(502172): 1(0.023268), 
9194(116809): 3(0.020025), 
9195(229564): 3(0.013440), 
9196(280916): 3(0.034169), 
9197(216651): 3(0.019904), 
9198(255904): 3(0.019906), 
9199(73702): 3(0.060378), 
9200(362980): 3(0.026801), 
9201(26970): 
9202(174748): 7(0.014241), 
9203(331711): 
9204(337998): 2(0.018245), 
9205(506736): 2(0.035858), 
9206(156436): 2(0.035934), 
9207(136595): 2(0.057551), 
9208(208501): 2(0.028549), 
9209(395224): 2(0.042879), 
9210(374962): 2(0.028548), 
9211(49942): 
9212(149580): 
9213(426369): 4(0.042584), 
9214(351345): 4(0.063753), 
9215(285766): 4(0.042641), 
9216(91177): 4(0.035392), 
9217(175154): 4(0.035286), 
9218(261385): 4(0.035391), 
9219(236668): 4(0.035392), 
9220(49940): 1(0.017769), 
9221(58859): 1(0.072767), 
9222(373449): 1(0.030059), 
9223(426367): 7(0.105034), 
9224(382315): 7(0.139924), 
9225(179357): 7(0.048444), 
9226(5163): 7(0.090846), 
9227(236761): 7(0.020827), 
9228(344937): 4(0.024245), 
9229(433508): 7(0.027935), 
9230(160813): 7(0.034910), 
9231(502132): 2(0.016045), 7(0.016262), 
9232(223964): 7(0.091184), 
9233(148525): 7(0.031952), 
9234(152041): 
9235(196285): 3(0.040828), 
9236(366191): 7(0.020834), 
9237(16843): 7(0.027894), 
9238(200904): 7(0.027114), 
9239(123049): 7(0.028149), 
9240(36136): 7(0.126356), 
9241(381421): 7(0.021169), 
9242(91173): 7(0.028113), 
9243(145504): 
9244(165399): 7(0.027829), 
9245(293843): 1(0.072866), 
9246(223873): 
9247(1996): 1(0.030167), 
9248(347925): 1(0.097614), 
9249(340008): 1(0.024269), 
9250(471028): 1(0.042217), 
9251(444495): 1(0.024111), 
9252(342799): 1(0.042104), 
9253(403011): 1(0.024239), 
9254(1997): 6(0.041617), 
9255(458845): 6(0.019921), 
9256(228491): 6(0.034817), 
9257(18457): 1(0.041977), 
9258(1999): 0(0.033945), 
9259(172151): 0(0.080775), 
9260(416988): 4(0.035872), 
9261(123974): 4(0.064407), 
9262(160482): 0(0.014603), 
9263(347433): 
9264(372598): 
9265(293575): 
9266(169848): 
9267(54870): 6(0.047820), 
9268(21389): 3(0.068537), 
9269(440038): 3(0.061255), 
9270(380073): 3(0.020162), 
9271(146415): 3(0.054412), 
9272(302196): 3(0.033694), 
9273(526685): 7(0.018842), 
9274(48095): 
9275(427000): 3(0.032052), 
9276(403855): 6(0.055370), 
9277(26968): 6(0.041496), 
9278(290950): 6(0.041515), 
9279(50748): 6(0.041508), 
9280(5875): 6(0.048508), 
9281(169251): 6(0.027526), 
9282(129135): 6(0.062089), 
9283(243309): 
9284(476003): 7(0.017902), 
9285(527974): 3(0.046517), 
9286(415729): 2(0.036615), 
9287(451524): 2(0.191208), 
9288(209852): 
9289(356916): 6(0.034102), 
9290(160674): 0(0.039386), 
9291(351586): 
9292(250294): 0(0.114776), 
9293(137275): 0(0.033325), 
9294(62456): 0(0.101224), 
9295(453099): 0(0.026575), 
9296(58456): 
9297(330483): 
9298(160677): 3(0.040182), 
9299(257327): 
9300(248120): 3(0.023957), 
9301(423026): 3(0.025545), 
9302(28553): 
9303(400120): 
9304(423855): 3(0.047864), 
9305(432784): 3(0.034066), 
9306(268431): 3(0.068734), 
9307(364266): 3(0.034340), 
9308(292932): 3(0.089402), 
9309(213872): 3(0.054583), 
9310(189706): 3(0.054716), 
9311(504925): 3(0.047825), 
9312(24233): 2(0.028145), 
9313(370686): 2(0.013755), 
9314(67162): 2(0.020060), 3(0.014031), 
9315(131820): 2(0.094786), 
9316(28568): 4(0.028838), 
9317(213892): 4(0.079281), 
9318(19544): 
9319(59004): 2(0.095041), 
9320(530237): 2(0.026889), 
9321(442429): 
9322(117012): 
9323(443656): 
9324(359541): 2(0.014000), 
9325(395148): 
9326(289251): 
9327(7535): 
9328(415597): 
9329(478099): 2(0.043565), 
9330(181225): 2(0.021633), 
9331(28450): 
9332(417771): 
9333(342852): 2(0.013996), 
9334(347075): 2(0.013437), 
9335(420535): 
9336(299642): 0(0.019891), 
9337(76679): 0(0.067393), 
9338(543403): 0(0.032790), 
9339(475281): 1(0.030267), 
9340(245629): 1(0.023686), 
9341(114303): 1(0.024145), 
9342(378847): 1(0.066764), 
9343(295200): 1(0.036244), 
9344(469736): 1(0.024123), 
9345(75145): 1(0.030177), 
9346(78957): 1(0.024146), 
9347(6165): 1(0.030189), 
9348(4998): 1(0.030276), 
9349(268034): 6(0.020151), 
9350(293169): 6(0.033758), 
9351(495501): 6(0.047780), 
9352(391937): 6(0.033760), 
9353(497463): 0(0.019487), 
9354(169595): 2(0.021851), 
9355(181332): 2(0.123972), 
9356(66317): 2(0.109169), 
9357(127271): 6(0.055410), 
9358(168383): 6(0.132884), 
9359(171124): 6(0.118974), 
9360(112585): 6(0.083461), 
9361(140828): 
9362(421338): 4(0.027894), 
9363(80049): 3(0.054694), 
9364(83926): 
9365(316943): 3(0.047194), 
9366(249528): 
9367(118169): 
9368(142804): 
9369(425275): 
9370(365030): 
9371(539667): 2(0.028876), 
9372(307073): 2(0.043176), 
9373(288449): 2(0.020780), 
9374(327324): 
9375(18220): 2(0.027728), 
9376(385517): 3(0.019267), 
9377(263752): 3(0.026336), 
9378(347481): 3(0.059559), 
9379(467519): 
9380(375859): 
9381(95645): 2(0.138940), 
9382(481147): 4(0.035801), 
9383(472863): 4(0.035067), 
9384(139541): 4(0.040165), 
9385(215167): 4(0.092582), 
9386(364002): 6(0.034311), 
9387(325148): 6(0.026457), 
9388(278537): 6(0.020471), 
9389(71600): 6(0.048371), 
9390(440311): 7(0.027837), 
9391(444973): 7(0.026067), 
9392(392112): 7(0.019353), 
9393(430591): 2(0.041364), 3(0.084305), 
9394(111496): 7(0.026306), 
9395(303856): 7(0.041044), 
9396(535305): 7(0.020317), 
9397(494065): 7(0.034028), 
9398(472194): 7(0.147800), 
9399(133453): 
9400(256630): 0(0.019835), 
9401(443398): 0(0.045937), 
9402(95991): 0(0.052493), 
9403(256636): 2(0.036361), 
9404(525944): 2(0.051005), 
9405(215881): 2(0.072971), 
9406(100649): 2(0.072656), 
9407(128291): 2(0.080378), 
9408(91668): 7(0.013978), 
9409(48777): 7(0.148209), 
9410(530825): 6(0.027143), 
9411(542285): 6(0.076101), 
9412(112092): 6(0.027141), 
9413(147127): 6(0.020077), 
9414(425967): 6(0.076024), 
9415(106926): 3(0.027213), 
9416(494313): 3(0.075279), 
9417(15392): 3(0.040658), 
9418(504340): 3(0.117321), 
9419(446015): 3(0.068595), 
9420(481143): 
9421(544305): 2(0.101804), 
9422(227238): 2(0.029344), 
9423(489413): 2(0.021752), 
9424(467662): 2(0.021776), 
9425(365228): 2(0.043238), 
9426(514236): 2(0.021753), 
9427(26652): 2(0.064887), 
9428(266197): 2(0.014533), 
9429(488777): 2(0.029118), 
9430(203602): 2(0.014537), 
9431(353780): 2(0.014536), 
9432(252704): 1(0.102903), 
9433(376421): 1(0.030020), 
9434(15067): 1(0.029791), 
9435(422227): 1(0.072467), 
9436(122703): 1(0.017757), 
9437(384689): 1(0.042064), 
9438(101368): 
9439(183855): 1(0.035010), 
9440(311936): 1(0.035288), 
9441(7479): 
9442(356173): 1(0.017315), 
9443(364768): 1(0.066137), 
9444(504321): 
9445(96253): 1(0.016682), 
9446(377401): 1(0.029974), 
9447(79175): 1(0.041903), 
9448(237346): 1(0.022898), 
9449(268001): 4(0.036051), 
9450(487452): 4(0.218131), 
9451(63242): 4(0.071644), 
9452(205486): 2(0.017400), 
9453(257778): 2(0.027717), 
9454(5898): 2(0.027761), 
9455(151095): 2(0.132010), 
9456(398865): 2(0.029218), 
9457(336839): 2(0.029032), 
9458(518597): 2(0.043280), 
9459(19346): 2(0.120128), 3(0.051774), 
9460(132892): 2(0.043550), 
9461(427708): 2(0.058228), 
9462(49381): 2(0.036292), 
9463(65799): 2(0.030127), 3(0.067052), 
9464(394468): 2(0.013380), 
9465(339724): 2(0.050702), 
9466(436959): 2(0.029226), 
9467(354965): 2(0.029218), 
9468(375964): 2(0.050906), 
9469(164438): 2(0.021742), 
9470(393833): 2(0.042938), 
9471(126262): 3(0.015825), 
9472(23353): 3(0.019026), 
9473(504137): 2(0.017947), 
9474(130500): 6(0.027319), 
9475(271977): 6(0.048136), 
9476(501863): 6(0.061987), 
9477(512965): 6(0.041178), 
9478(408324): 6(0.033710), 
9479(169336): 6(0.013747), 7(0.019646), 
9480(525138): 4(0.063314), 
9481(249248): 7(0.019537), 
9482(169334): 1(0.023605), 
9483(58927): 1(0.029049), 
9484(77379): 1(0.029382), 
9485(194442): 1(0.035590), 
9486(446082): 
9487(51475): 
9488(491167): 
9489(519204): 3(0.034157), 
9490(169299): 3(0.109830), 
9491(348323): 3(0.047534), 
9492(161107): 
9493(236582): 0(0.032345), 
9494(272713): 0(0.058926), 
9495(303129): 2(0.064550), 
9496(527112): 2(0.072145), 
9497(167149): 2(0.013971), 
9498(379112): 2(0.035685), 
9499(27212): 2(0.016000), 
9500(480602): 2(0.020803), 
9501(63690): 2(0.072836), 
9502(437089): 2(0.020051), 
9503(420464): 2(0.043259), 
9504(541570): 
9505(519202): 0(0.026344), 
9506(93671): 0(0.059888), 
9507(212555): 0(0.046251), 
9508(308314): 3(0.034354), 
9509(394091): 3(0.034332), 
9510(509702): 3(0.089441), 
9511(73722): 0(0.045524), 
9512(100616): 1(0.017702), 
9513(463297): 0(0.026029), 
9514(179722): 0(0.019723), 
9515(222601): 
9516(518138): 0(0.019350), 
9517(267187): 0(0.033081), 
9518(129529): 2(0.064715), 
9519(255638): 2(0.035980), 
9520(544028): 2(0.027293), 
9521(10309): 2(0.035925), 
9522(119502): 2(0.064667), 
9523(384207): 2(0.020866), 
9524(289840): 
9525(265494): 2(0.014152), 
9526(145286): 2(0.042647), 
9527(234541): 2(0.027774), 
9528(73254): 
9529(185676): 2(0.021540), 
9530(292976): 2(0.021530), 
9531(347632): 
9532(390983): 2(0.013441), 
9533(330684): 4(0.041406), 
9534(418321): 
9535(74712): 2(0.029301), 
9536(340247): 0(0.025915), 
9537(187462): 0(0.019411), 
9538(349727): 0(0.032677), 
9539(243538): 0(0.019420), 
9540(447859): 7(0.035304), 
9541(113928): 7(0.070649), 
9542(503659): 1(0.096480), 
9543(323862): 0(0.026310), 1(0.023569), 
